"","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted"
"401",3723.03002929688,3740.51000976562,3723.03002929688,3735.36010742188,3535460000,3735.36010742188
"402",3750.01000976562,3756.1201171875,3723.31005859375,3727.0400390625,3393290000,3727.0400390625
"403",3736.18994140625,3744.6298828125,3730.2099609375,3732.0400390625,3154850000,3732.0400390625
"404",3733.27001953125,3760.19995117188,3726.8798828125,3756.07006835938,3179040000,3756.07006835938
"405",3764.61010742188,3769.98999023438,3662.7099609375,3700.64990234375,5.015e+09,3700.64990234375
"406",3698.02001953125,3737.830078125,3695.07006835938,3726.86010742188,4591020000,3726.86010742188
"407",3712.19995117188,3783.0400390625,3705.34008789062,3748.13989257812,6064110000,3748.13989257812
"408",3764.7099609375,3811.55004882812,3764.7099609375,3803.7900390625,5099160000,3803.7900390625
"409",3815.05004882812,3826.68994140625,3783.60009765625,3824.67993164062,4773040000,3824.67993164062
"410",3803.13989257812,3817.86010742188,3789.02001953125,3799.61010742188,4465430000,3799.61010742188
"411",3801.6201171875,3810.78002929688,3776.51000976562,3801.18994140625,4994950000,3801.18994140625
"412",3802.22998046875,3820.9599609375,3791.5,3809.84008789062,4602510000,3809.84008789062
"413",3814.97998046875,3823.60009765625,3792.86010742188,3795.5400390625,5198480000,3795.5400390625
"414",3788.72998046875,3788.72998046875,3749.6201171875,3768.25,5369820000,3768.25
"415",3781.8798828125,3804.53002929688,3780.3701171875,3798.90991210938,5014440000,3798.90991210938
"416",3816.21997070312,3859.75,3816.21997070312,3851.85009765625,4566190000,3851.85009765625
"417",3857.4599609375,3861.44995117188,3845.05004882812,3853.07006835938,4501760000,3853.07006835938
"418",3844.23999023438,3852.31005859375,3830.40991210938,3841.46997070312,5110890000,3841.46997070312
"419",3851.67993164062,3859.22998046875,3797.15991210938,3855.36010742188,7000840000,3855.36010742188
"420",3862.9599609375,3870.89990234375,3847.78002929688,3849.6201171875,6137500000,3849.6201171875
"421",3836.830078125,3836.830078125,3732.47998046875,3750.77001953125,9976520000,3750.77001953125
"422",3755.75,3830.5,3755.75,3787.3798828125,6992770000,3787.3798828125
"423",3778.05004882812,3778.05004882812,3694.1201171875,3714.23999023438,6643370000,3714.23999023438
"424",3731.169921875,3784.32006835938,3725.6201171875,3773.86010742188,5436230000,3773.86010742188
"425",3791.84008789062,3843.09008789062,3791.84008789062,3826.31005859375,5514090000,3826.31005859375
"426",3840.27001953125,3847.51000976562,3816.67993164062,3830.169921875,4864870000,3830.169921875
"427",3836.65991210938,3872.419921875,3836.65991210938,3871.73999023438,4879240000,3871.73999023438
